Data;Mese;Descrizione;Importo Entrata;Importo Uscita;Categoria;Conto
30/06/2025;Giugno;ricarica satispay;;38,35 €;Trasferimenti;ING - CC
30/06/2025;Giugno;ricarica satispay;€ 38,35;;Trasferimenti;Satispay
30/06/2025;Giugno;colazione bar bianca;;5,80 €;Bar e Ristoranti;Satispay
30/06/2025;Giugno;canone conto corrente;;11,40 €;Casa e Utenze;Allianz
01/07/2025;Luglio;biglietto lucio corsi;;30,00 €;Svago e Intrattenimento;Satispay
01/07/2025;Luglio;colazione bar bianca;;6,30 €;Bar e Ristoranti;Satispay
01/07/2025;Luglio;DA TROVARE;;0,87 €;Altro;Allianz
01/07/2025;Luglio;buoni pasto;€ 168,00;;Altre Entrate;Buoni Pasto
01/07/2025;Luglio;ricarica buoni pasto;168,00 €;;Altre Entrate;Buoni Pasto
02/07/2025;Luglio;lovable;;21,71 €;Casa e Utenze;ING - CC
02/07/2025;Luglio;pranzo foc al form;;20,70 €;Bar e Ristoranti;ING - CC
02/07/2025;Luglio;cinese lin;€ 9,00;;Bar e Ristoranti;Revolut
02/07/2025;Luglio;cinese;;26,58 €;Bar e Ristoranti;ING - CC
03/07/2025;Luglio;pizza;;11,08 €;Bar e Ristoranti;ING - CC
03/07/2025;Luglio;pac;;270,00 €;Trasferimenti;ING - CC
03/07/2025;Luglio;pac;€ 270,00;;Trasferimenti;Investimenti
03/07/2025;Luglio;caffè bar;;4,10 €;Bar e Ristoranti;Satispay
04/07/2025;Luglio;treno 17/7;;6,00 €;Viaggi e Trasporti;Revolut
04/07/2025;Luglio;lavaggio auto;;5,00 €;Auto e Moto;ING - CC
04/07/2025;Luglio;pranzo;;8,60 €;Spesa;ING - CC
04/07/2025;Luglio;multa;;30,90 €;Auto e Moto;ING - CC
04/07/2025;Luglio;bar;;2,40 €;Bar e Ristoranti;Satispay
04/07/2025;Luglio;benzina;;38,36 €;Viaggi e Trasporti;ING - CC
06/07/2025;Luglio;caffè;;2,60 €;Bar e Ristoranti;ING - CC
07/07/2025;Luglio;cinema;;18,00 €;Svago e Intrattenimento;ING - CC
07/07/2025;Luglio;ape bardo;;7,80 €;Bar e Ristoranti;ING - CC
07/07/2025;Luglio;ricarica satispay;;48,60 €;Trasferimenti;ING - CC
07/07/2025;Luglio;ricarica satispay;€ 48,60;;Trasferimenti;Satispay
08/07/2025;Luglio;benzina;;39,06 €;Viaggi e Trasporti;ING - CC
08/07/2025;Luglio;mc;;14,20 €;Bar e Ristoranti;ING - CC
09/07/2025;Luglio;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
09/07/2025;Luglio;bus;;2,20 €;Viaggi e Trasporti;ING - CC
09/07/2025;Luglio;pranzo;;2,71 €;Bar e Ristoranti;ING - CC
10/07/2025;Luglio;addebito carta di credito;;220,41 €;Shopping;ING - CC
10/07/2025;Luglio;bus;;2,20 €;Viaggi e Trasporti;ING - CC
10/07/2025;Luglio;bla bla car;;13,59 €;Viaggi e Trasporti;ING - CC
10/07/2025;Luglio;metro;;2,20 €;Viaggi e Trasporti;ING - CC
10/07/2025;Luglio;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
10/07/2025;Luglio;pranzo;;3,90 €;Bar e Ristoranti;ING - CC
10/07/2025;Luglio;spesa;;16,97 €;Spesa;ING - CC
11/07/2025;Luglio;multa revisione;;123,59 €;Auto e Moto;ING - CC
11/07/2025;Luglio;bar;;2,70 €;Bar e Ristoranti;Satispay
11/07/2025;Luglio;gelato;;3,00 €;Bar e Ristoranti;Satispay
11/07/2025;Luglio;riparazione parabrezza + revisione;;560,00 €;Auto e Moto;Allianz
11/07/2025;Luglio;backblaze;;1,72 €;Casa e Utenze;ING - CC
11/07/2025;Luglio;prime;;4,99 €;Casa e Utenze;ING - CC
11/07/2025;Luglio;money packing cubes bubi;€ 26,00;;Altre Entrate;Paypal
11/07/2025;Luglio;packing cubes bubi;;25,64 €;Shopping;ING - CC
11/07/2025;Luglio;trasferimento;€ 26,00;;Trasferimenti;ING - CC
11/07/2025;Luglio;saldo telaietti moto;;100,00 €;Auto e Moto;ING - CC
11/07/2025;Luglio;trasferimento;;26,00 €;Trasferimenti;Paypal
11/07/2025;Luglio;pizza;;16,00 €;Bar e Ristoranti;ING - CC
12/07/2025;Luglio;macellaio;;14,80 €;Spesa;Satispay
12/07/2025;Luglio;sabbia gatto;;4,00 €;Spesa;Cash
12/07/2025;Luglio;iliad;;9,99 €;Casa e Utenze;ING - CC
12/07/2025;Luglio;acconto borse laterali;;50,00 €;Auto e Moto;ING - CC
12/07/2025;Luglio;birre;;3,15 €;Spesa;Cash
13/07/2025;Luglio;pastificio;;6,20 €;Bar e Ristoranti;Satispay
14/07/2025;Luglio;bar;;2,40 €;Bar e Ristoranti;Satispay
14/07/2025;Luglio;focaccia;;4,60 €;Spesa;Satispay
15/07/2025;Luglio;bar;;3,60 €;Bar e Ristoranti;Satispay
15/07/2025;Luglio;pesto;;4,00 €;Spesa;Satispay
16/07/2025;Luglio;trasferimento;;200,00 €;Trasferimenti;ING - CD
16/07/2025;Luglio;trasferimento;€ 200,00;;Trasferimenti;ING - CC
16/07/2025;Luglio;bar;;2,40 €;Bar e Ristoranti;Satispay
16/07/2025;Luglio;saldo borse moto;;89,00 €;Auto e Moto;ING - CC
17/07/2025;Luglio;bar;;2,40 €;Bar e Ristoranti;Satispay
17/07/2025;Luglio;focaccia e the;;3,10 €;Spesa;Satispay
17/07/2025;Luglio;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
17/07/2025;Luglio;pranzo;;2,26 €;Bar e Ristoranti;Cash
17/07/2025;Luglio;metro;;4,40 €;Viaggi e Trasporti;ING - CC
18/07/2025;Luglio;ghini laura ???;;14,82 €;Altro;ING - CC
18/07/2025;Luglio;icloud;;0,99 €;Casa e Utenze;ING - CC
18/07/2025;Luglio;incasso borsa di studio;€ 2.000,00;;Altre Entrate;ING - CC
18/07/2025;Luglio;risparmi;;1.000,00 €;Trasferimenti;ING - CC
18/07/2025;Luglio;risparmi;€ 1.000,00;;Trasferimenti;ING - CD
18/07/2025;Luglio;fondo vacanze;;150,00 €;Trasferimenti;ING - CC
18/07/2025;Luglio;fondo vacanze;€ 150,00;;Trasferimenti;Revolut
18/07/2025;Luglio;cambio gomme;;440,00 €;Auto e Moto;ING - CC
18/07/2025;Luglio;parrucchiere;;25,00 €;Salute;ING - CC
18/07/2025;Luglio;siga;;5,00 €;Altro;ING - CC
19/07/2025;Luglio;gelato;;6,00 €;Bar e Ristoranti;ING - CC
19/07/2025;Luglio;prelievo;;70,00 €;Trasferimenti;ING - CC
19/07/2025;Luglio;prelievo;€ 70,00;;Trasferimenti;Cash
20/07/2025;Luglio;ape;;7,00 €;Bar e Ristoranti;ING - CC
20/07/2025;Luglio;lucchetti borse moto;;15,80 €;Shopping;ING - CC
21/07/2025;Luglio;sciarbo dolce;;6,00 €;Bar e Ristoranti;ING - CC
21/07/2025;Luglio;ferramenta;;15,00 €;Casa e Utenze;Cash
21/07/2025;Luglio;cena mentelocale;;24,75 €;Bar e Ristoranti;ING - CC
22/07/2025;Luglio;yogurt;;6,00 €;Bar e Ristoranti;ING - CC
22/07/2025;Luglio;ricarica satispay;€ 49,20;;Trasferimenti;Satispay
22/07/2025;Luglio;ricarica satispay;;49,20 €;Trasferimenti;ING - CC
22/07/2025;Luglio;;;2,60 €;Bar e Ristoranti;Satispay
22/07/2025;Luglio;bar;;3,70 €;Bar e Ristoranti;Satispay
22/07/2025;Luglio;amaro;;4,00 €;Bar e Ristoranti;ING - CC
23/07/2025;Luglio;bar;;2,40 €;Bar e Ristoranti;Satispay
23/07/2025;Luglio;bla bla car;€ 10,00;;Viaggi e Trasporti;Paypal
23/07/2025;Luglio;mcdelivery;;15,34 €;Bar e Ristoranti;ING - CC
24/07/2025;Luglio;bar;;2,40 €;Bar e Ristoranti;Satispay
24/07/2025;Luglio;benzina;;39,79 €;Viaggi e Trasporti;ING - CC
24/07/2025;Luglio;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
24/07/2025;Luglio;pranzo;;5,00 €;Bar e Ristoranti;ING - CC
24/07/2025;Luglio;tolto cash da broker;;30,93 €;Trasferimenti;Investimenti
24/07/2025;Luglio;tolto cash da broker;€ 30,93;;Trasferimenti;ING - CC
25/07/2025;Luglio;visura pra;;7,50 €;Auto e Moto;ING - CC
25/07/2025;Luglio;bla bla car;€ 12,00;;Viaggi e Trasporti;Paypal
25/07/2025;Luglio;ape;;13,00 €;Bar e Ristoranti;ING - CC
25/07/2025;Luglio;cena fuoritutti;;18,50 €;Bar e Ristoranti;ING - CC
25/07/2025;Luglio;bar;;4,90 €;Bar e Ristoranti;Satispay
26/07/2025;Luglio;benzina;;16,97 €;Viaggi e Trasporti;ING - CC
26/07/2025;Luglio;pranzo ormea;;26,50 €;Bar e Ristoranti;Cash
26/07/2025;Luglio;caffè;;2,60 €;Bar e Ristoranti;Satispay
26/07/2025;Luglio;acqua;;4,20 €;Spesa;ING - CC
26/07/2025;Luglio;gelato;;3,00 €;Bar e Ristoranti;Satispay
27/07/2025;Luglio;prenotazione orbetello 1;;70,00 €;Svago e Intrattenimento;Revolut
27/07/2025;Luglio;bar bianca colaz;;4,60 €;Bar e Ristoranti;Satispay
27/07/2025;Luglio;decathlon;;13,48 €;Shopping;Revolut
27/07/2025;Luglio;sagra;;20,00 €;Bar e Ristoranti;Cash
27/07/2025;Luglio;birra;;5,00 €;Bar e Ristoranti;ING - CC
27/07/2025;Luglio;birra;;5,00 €;Bar e Ristoranti;Revolut
27/07/2025;Luglio;bis primo;;5,00 €;Bar e Ristoranti;Revolut
27/07/2025;Luglio;torta;;5,00 €;Bar e Ristoranti;Cash
27/07/2025;Luglio;of;;9,38 €;Altro;ING - CC
28/07/2025;Luglio;benzina;;18,00 €;Viaggi e Trasporti;ING - CC
28/07/2025;Luglio;google one;;2,99 €;Casa e Utenze;ING - CC
28/07/2025;Luglio;albergo orbetello 2;;130,00 €;Svago e Intrattenimento;Revolut
28/07/2025;Luglio;bla bla car;€ 6,50;;Viaggi e Trasporti;Paypal
28/07/2025;Luglio;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
28/07/2025;Luglio;pranzo;;2,00 €;Bar e Ristoranti;ING - CC
28/07/2025;Luglio;ricarica macchinette;;8,00 €;Bar e Ristoranti;Buoni Pasto
28/07/2025;Luglio;parcheggio;;2,00 €;Viaggi e Trasporti;Cash
28/07/2025;Luglio;lavaggio auto;;7,00 €;Auto e Moto;Revolut
28/07/2025;Luglio;benzina;;44,37 €;Viaggi e Trasporti;Revolut
28/07/2025;Luglio;acqua;;1,00 €;Bar e Ristoranti;ING - CC
28/07/2025;Luglio;rimborso tasse unito;€ 150,20;;Altre Entrate;ING - CC
29/07/2025;Luglio;bla bla car;€ 12,00;;Viaggi e Trasporti;Paypal
29/07/2025;Luglio;spesa;;1,00 €;Spesa;Satispay
29/07/2025;Luglio;spesa;;24,00 €;Spesa;Buoni Pasto
29/07/2025;Luglio;bar;;2,40 €;Bar e Ristoranti;Satispay
29/07/2025;Luglio;prelievo;;40,00 €;Trasferimenti;Revolut
29/07/2025;Luglio;prelievo;€ 40,00;;Trasferimenti;Cash
29/07/2025;Luglio;garage;;28,00 €;Auto e Moto;Cash
30/07/2025;Luglio;prenotazione casa del chiodo;;60,94 €;Svago e Intrattenimento;Revolut
30/07/2025;Luglio;bar;;2,40 €;Bar e Ristoranti;Satispay
30/07/2025;Luglio;ape;;10,00 €;Bar e Ristoranti;Revolut
31/07/2025;Luglio;bar;;2,40 €;Bar e Ristoranti;Satispay
31/07/2025;Luglio;stipendio;€ 1.594,00;;Stipendio;ING - CC
31/07/2025;Luglio;saldo spotify 2023 2024 2025 a ele;;129,50 €;Casa e Utenze;ING - CC
31/07/2025;Luglio;spesa;;9,34 €;Spesa;Revolut
31/07/2025;Luglio;macelleria;;7,20 €;Spesa;Satispay
31/07/2025;Luglio;risparmi;;600,00 €;Trasferimenti;ING - CC
31/07/2025;Luglio;risparmi;€ 600,00;;Trasferimenti;ING - CD
01/08/2025;Agosto;benzina;;11,71 €;Viaggi e Trasporti;Revolut
01/08/2025;Agosto;dominio portflow.it;;1,22 €;Altro;Paypal
01/08/2025;Agosto;solo pizza;;31,00 €;Bar e Ristoranti;Revolut
01/08/2025;Agosto;siga;;11,00 €;Altro;Revolut
01/08/2025;Agosto;pac;;270,00 €;Trasferimenti;ING - CC
01/08/2025;Agosto;pac;€ 270,00;;Trasferimenti;Investimenti
01/08/2025;Agosto;ricarica buoni pasto;144,00 €;;Altre Entrate;Buoni Pasto
02/08/2025;Agosto;prenotazione albergo volastra;;60,62 €;Svago e Intrattenimento;Revolut
02/08/2025;Agosto;pedaggio;;2,55 €;Viaggi e Trasporti;Revolut
02/08/2025;Agosto;lovable;;22,39 €;Casa e Utenze;ING - CC
02/08/2025;Agosto;pranzo recco;;22,54 €;Bar e Ristoranti;Revolut
02/08/2025;Agosto;bar rapallo;;5,50 €;Bar e Ristoranti;Revolut
02/08/2025;Agosto;cena angiò ceré;;46,50 €;Bar e Ristoranti;Revolut
03/08/2025;Agosto;albergo agriturismo ceré;;42,50 €;Svago e Intrattenimento;Revolut
03/08/2025;Agosto;mc la spezia;;15,00 €;Bar e Ristoranti;Revolut
03/08/2025;Agosto;caffè mc;;2,00 €;Bar e Ristoranti;Revolut
03/08/2025;Agosto;acqua;;1,00 €;Bar e Ristoranti;Revolut
03/08/2025;Agosto;benzina;;15,08 €;Viaggi e Trasporti;Revolut
04/08/2025;Agosto;cena palaia;;20,00 €;Bar e Ristoranti;Revolut
04/08/2025;Agosto;albergo palaia;;72,87 €;Svago e Intrattenimento;Revolut
04/08/2025;Agosto;caffè;;1,50 €;Bar e Ristoranti;Revolut
04/08/2025;Agosto;benzina;;5,89 €;Viaggi e Trasporti;Revolut
04/08/2025;Agosto;san galgano;;6,00 €;Svago e Intrattenimento;Revolut
04/08/2025;Agosto;ricarica satispay;;46,80 €;Trasferimenti;ING - CC
04/08/2025;Agosto;ricarica satispay;€ 46,80;;Trasferimenti;Satispay
05/08/2025;Agosto;cochine;;7,00 €;Bar e Ristoranti;Revolut
05/08/2025;Agosto;pranzo feniglia;;23,00 €;Bar e Ristoranti;Revolut
05/08/2025;Agosto;spesa orbetello;;20,69 €;Spesa;Revolut
05/08/2025;Agosto;cena porto santo stefano pizza phermento;;36,00 €;Bar e Ristoranti;Revolut
06/08/2025;Agosto;pranzo orbetello;;9,00 €;Bar e Ristoranti;Revolut
06/08/2025;Agosto;benzina;;14,19 €;Viaggi e Trasporti;Revolut
07/08/2025;Agosto;spesa;;5,20 €;Spesa;Revolut
07/08/2025;Agosto;trasferimento;;200,00 €;Trasferimenti;ING - CC
07/08/2025;Agosto;trasferimento;€ 200,00;;Trasferimenti;Revolut
07/08/2025;Agosto;ristorante;;4,00 €;Bar e Ristoranti;Revolut
07/08/2025;Agosto;gelati;;5,80 €;Bar e Ristoranti;Revolut
07/08/2025;Agosto;cena cala piatti;;120,00 €;Bar e Ristoranti;ING - CC
07/08/2025;Agosto;benzina;;14,36 €;Viaggi e Trasporti;ING - CC
08/08/2025;Agosto;succo;;3,50 €;Bar e Ristoranti;Revolut
08/08/2025;Agosto;pranzo castagneto carducci;;24,00 €;Bar e Ristoranti;Revolut
08/08/2025;Agosto;prelievo da ing;;100,00 €;Trasferimenti;ING - CC
08/08/2025;Agosto;prelievo da ing;€ 100,00;;Trasferimenti;Cash
08/08/2025;Agosto;ape rinforzato rosignano;;47,00 €;Bar e Ristoranti;Cash
09/08/2025;Agosto;colazione livorno;;9,35 €;Bar e Ristoranti;Revolut
09/08/2025;Agosto;bar;;8,43 €;Bar e Ristoranti;Revolut
09/08/2025;Agosto;pedaggio;;2,50 €;Viaggi e Trasporti;Revolut
09/08/2025;Agosto;mc;;7,30 €;Bar e Ristoranti;Revolut
09/08/2025;Agosto;mc;;3,85 €;Bar e Ristoranti;Revolut
09/08/2025;Agosto;sagra volastra;;20,50 €;Bar e Ristoranti;Revolut
09/08/2025;Agosto;sagra volastra;;7,00 €;Bar e Ristoranti;Revolut
10/08/2025;Agosto;colazione sestri levante;;9,50 €;Bar e Ristoranti;Revolut
10/08/2025;Agosto;nastro isolante;;1,00 €;Auto e Moto;ING - CC
10/08/2025;Agosto;lavaggio moto;;2,00 €;Auto e Moto;Cash
10/08/2025;Agosto;birra;;5,00 €;Bar e Ristoranti;ING - CC
10/08/2025;Agosto;solo pizza;;22,00 €;Bar e Ristoranti;Cash
10/08/2025;Agosto;addebito carta di credito;;103,45 €;Shopping;ING - CC
11/08/2025;Agosto;macelleria;;5,50 €;Spesa;Satispay
11/08/2025;Agosto;gastronomia;;16,00 €;Spesa;Cash
11/08/2025;Agosto;verduriere;;10,00 €;Spesa;Cash
11/08/2025;Agosto;parcella commercialista;;80,00 €;Altro;ING - CC
11/08/2025;Agosto;prime;;4,99 €;Casa e Utenze;ING - CC
12/08/2025;Agosto;frappè;;2,00 €;Bar e Ristoranti;Cash
12/08/2025;Agosto;github copilot;;18,41 €;Casa e Utenze;Paypal
12/08/2025;Agosto;iliad;;9,99 €;Casa e Utenze;ING - CC
13/08/2025;Agosto;bar;;14,00 €;Bar e Ristoranti;ING - CC
13/08/2025;Agosto;mc;;14,39 €;Bar e Ristoranti;ING - CC
13/08/2025;Agosto;backblaze;;1,82 €;Casa e Utenze;ING - CC
14/08/2025;Agosto;bar;;4,00 €;Bar e Ristoranti;Satispay
14/08/2025;Agosto;assicurazione moto;;20,87 €;Auto e Moto;Paypal
14/08/2025;Agosto;gelato;;3,00 €;Bar e Ristoranti;Cash
14/08/2025;Agosto;cena green;;14,00 €;Bar e Ristoranti;Revolut
14/08/2025;Agosto;assicurazione moto;;271,10 €;Auto e Moto;ING - CC
14/08/2025;Agosto;spesa ferragosto;;16,39 €;Spesa;ING - CC
14/08/2025;Agosto;spesa ferragosto;;8,28 €;Spesa;ING - CC
15/08/2025;Agosto;benzina;;43,10 €;Viaggi e Trasporti;Revolut
16/08/2025;Agosto;trasferimento;;100,00 €;Trasferimenti;Revolut
16/08/2025;Agosto;trasferimento;€ 100,00;;Trasferimenti;ING - CC
17/08/2025;Agosto;caffè;;1,30 €;Bar e Ristoranti;Satispay
18/08/2025;Agosto;caffè;;1,30 €;Bar e Ristoranti;Satispay
18/08/2025;Agosto;gelato;;3,00 €;Bar e Ristoranti;Satispay
18/08/2025;Agosto;cartine;;1,00 €;Altro;Satispay
18/08/2025;Agosto;trasferimento;;150,00 €;Trasferimenti;ING - CD
18/08/2025;Agosto;icloud;;0,99 €;Casa e Utenze;ING - CC
18/08/2025;Agosto;trasferimento;€ 150,00;;Trasferimenti;ING - CC
18/08/2025;Agosto;bollo auto fiat 500 2025;;152,45 €;Auto e Moto;ING - CC
18/08/2025;Agosto;unipolmove;;94,40 €;Viaggi e Trasporti;ING - CC
19/08/2025;Agosto;spesa;;8,04 €;Spesa;ING - CC
20/08/2025;Agosto;ugetti;;3,60 €;Bar e Ristoranti;Satispay
20/08/2025;Agosto;regalo gian;;18,99 €;Shopping;ING - CC
21/08/2025;Agosto;regalo regi;;9,60 €;Altro;Revolut
21/08/2025;Agosto;trasferimento;;200,00 €;Trasferimenti;ING - CD
21/08/2025;Agosto;spesa;;10,50 €;Spesa;Revolut
21/08/2025;Agosto;panino campo smith;;9,50 €;Bar e Ristoranti;Revolut
21/08/2025;Agosto;frappé;;3,00 €;Bar e Ristoranti;Satispay
21/08/2025;Agosto;amaro;;4,00 €;Bar e Ristoranti;Revolut
21/08/2025;Agosto;trasferimento;€ 200,00;;Trasferimenti;ING - CC
21/08/2025;Agosto;benzina;;30,81 €;Viaggi e Trasporti;ING - CC
21/08/2025;Agosto;regalo regi;€ 1,30;;Altro;Paypal
22/08/2025;Agosto;caffè;;2,40 €;Bar e Ristoranti;Satispay
22/08/2025;Agosto;cena porto;;17,50 €;Bar e Ristoranti;ING - CC
23/08/2025;Agosto;colaz bar;;5,80 €;Bar e Ristoranti;Satispay
23/08/2025;Agosto;benzina;;17,26 €;Viaggi e Trasporti;ING - CC
23/08/2025;Agosto;pranzo noli;;9,75 €;Bar e Ristoranti;ING - CC
23/08/2025;Agosto;cena faiallo;;26,50 €;Bar e Ristoranti;ING - CC
24/08/2025;Agosto;fornaio;;6,50 €;Spesa;ING - CC
25/08/2025;Agosto;bar;;2,40 €;Bar e Ristoranti;Satispay
25/08/2025;Agosto;spesa;;5,83 €;Spesa;Revolut
25/08/2025;Agosto;fermenti lattici;;29,90 €;Salute;ING - CC
25/08/2025;Agosto;ricarica satispay;;30,90 €;Trasferimenti;ING - CC
25/08/2025;Agosto;ricarica satispay;€ 30,90;;Trasferimenti;Satispay
25/08/2025;Agosto;crediti anthropic;;5,28 €;Altro;ING - CC
25/08/2025;Agosto;bar;;2,40 €;Bar e Ristoranti;Satispay
26/08/2025;Agosto;bar;;2,40 €;Bar e Ristoranti;Satispay
26/08/2025;Agosto;dominio scadenzeauto.it;;4,88 €;Altro;ING - CC
27/08/2025;Agosto;bar;;2,40 €;Bar e Ristoranti;Satispay
27/08/2025;Agosto;trasferimento;;100,00 €;Trasferimenti;ING - CD
27/08/2025;Agosto;benzina;;29,46 €;Viaggi e Trasporti;ING - CC
27/08/2025;Agosto;trasferimento;€ 100,00;;Trasferimenti;ING - CC
27/08/2025;Agosto;ape citylife;;10,00 €;Bar e Ristoranti;ING - CC
27/08/2025;Agosto;birra;;9,00 €;Bar e Ristoranti;ING - CC
27/08/2025;Agosto;ricarica buoni pasto;168,00 €;;Altre Entrate;Buoni Pasto
28/08/2025;Agosto;bla bla car;€ 18,00;;Viaggi e Trasporti;Paypal
28/08/2025;Agosto;pranzo;;3,23 €;Bar e Ristoranti;Revolut
28/08/2025;Agosto;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
28/08/2025;Agosto;gelato;;3,50 €;Bar e Ristoranti;Satispay
28/08/2025;Agosto;benzina;;20,05 €;Viaggi e Trasporti;ING - CC
29/08/2025;Agosto;bla bla car;€ 12,00;;Viaggi e Trasporti;Paypal
29/08/2025;Agosto;bar;;6,50 €;Bar e Ristoranti;Satispay
29/08/2025;Agosto;stipendio;€ 1.594,00;;Stipendio;ING - CC
29/08/2025;Agosto;trasferimento;;500,00 €;Trasferimenti;ING - CC
29/08/2025;Agosto;trasferimento;€ 500,00;;Trasferimenti;ING - CD
29/08/2025;Agosto;prelievo;;40,00 €;Trasferimenti;ING - CC
29/08/2025;Agosto;prelievo;€ 40,00;;Trasferimenti;Cash
29/08/2025;Agosto;garage;;28,00 €;Auto e Moto;Cash
29/08/2025;Agosto;spesa;;16,00 €;Spesa;Buoni Pasto
29/08/2025;Agosto;spesa;;5,42 €;Spesa;ING - CC
30/08/2025;Agosto;colaz scaletto;;9,00 €;Bar e Ristoranti;ING - CC
30/08/2025;Agosto;pizza;;9,58 €;Bar e Ristoranti;ING - CC
30/08/2025;Agosto;google one;;2,99 €;Casa e Utenze;ING - CC
31/08/2025;Agosto;gelato;;3,00 €;Bar e Ristoranti;Satispay
01/09/2025;Settembre;colaz bar bianca;;11,60 €;Bar e Ristoranti;Satispay
01/09/2025;Settembre;bla bla car;€ 24,00;;Viaggi e Trasporti;Paypal
01/09/2025;Settembre;cavo iphone e libro supabase;;37,98 €;Shopping;ING - CC
01/09/2025;Settembre;pac;€ 270,00;;Trasferimenti;Investimenti
01/09/2025;Settembre;pac;;270,00 €;Trasferimenti;ING - CC
02/09/2025;Settembre;pranzo;;2,00 €;Bar e Ristoranti;Cash
02/09/2025;Settembre;pranzo;;16,00 €;Bar e Ristoranti;Buoni Pasto
02/09/2025;Settembre;benzina;;34,17 €;Viaggi e Trasporti;ING - CC
02/09/2025;Settembre;benzina;;21,03 €;Viaggi e Trasporti;ING - CC
02/09/2025;Settembre;bar bianca;;8,60 €;Bar e Ristoranti;ING - CC
03/09/2025;Settembre;bar;;2,40 €;Bar e Ristoranti;Satispay
03/09/2025;Settembre;anthropic;;0,57 €;Altro;ING - CC
04/09/2025;Settembre;farmacia;;20,00 €;Salute;ING - CC
05/09/2025;Settembre;investimento wayla;;250,00 €;Trasferimenti;ING - CD
05/09/2025;Settembre;investimento wayla;€ 250,00;;Trasferimenti;Investimenti
05/09/2025;Settembre;investimento wayla;;250,00 €;Trasferimenti;ING - CC
05/09/2025;Settembre;investimento wayla;€ 250,00;;Trasferimenti;ING - CC
05/09/2025;Settembre;cena drop;;19,10 €;Bar e Ristoranti;ING - CC
06/09/2025;Settembre;colaz bar;;5,20 €;Bar e Ristoranti;Satispay
06/09/2025;Settembre;pasta fresca;;3,70 €;Spesa;Satispay
06/09/2025;Settembre;pizza da paro;;10,00 €;Bar e Ristoranti;Paypal
06/09/2025;Settembre;birre;;12,00 €;Bar e Ristoranti;ING - CC
06/09/2025;Settembre;spesa x ape da pie;;10,64 €;Spesa;ING - CC
06/09/2025;Settembre;parrucchiere;;25,00 €;Salute;ING - CC
07/09/2025;Settembre;cibo gatto;;6,04 €;Spesa;ING - CC
08/09/2025;Settembre;ricarica satispay;€ 49,80;;Trasferimenti;Satispay
08/09/2025;Settembre;bar;;2,40 €;Bar e Ristoranti;Satispay
08/09/2025;Settembre;http catcher;;3,99 €;Shopping;Paypal
08/09/2025;Settembre;ricarica satispay;;49,80 €;Trasferimenti;ING - CC
09/09/2025;Settembre;bar;;2,40 €;Bar e Ristoranti;Satispay
09/09/2025;Settembre;bla bla car;€ 12,00;;Viaggi e Trasporti;Paypal
09/09/2025;Settembre;cochine;;8,00 €;Bar e Ristoranti;Satispay
09/09/2025;Settembre;metro;;6,60 €;Viaggi e Trasporti;ING - CC
09/09/2025;Settembre;benzina;;28,34 €;Viaggi e Trasporti;ING - CC
09/09/2025;Settembre;pranzo;;12,24 €;Bar e Ristoranti;ING - CC
09/09/2025;Settembre;parcheggio;;2,50 €;Viaggi e Trasporti;ING - CC
09/09/2025;Settembre;donazione wfp gaza;;10,20 €;Viaggi e Trasporti;ING - CC
09/09/2025;Settembre;parrucchiere;;25,00 €;Salute;ING - CC
09/09/2025;Settembre;unipolmove;;102,10 €;Viaggi e Trasporti;ING - CC
10/09/2025;Settembre;bla bla car;36,00 €;;Viaggi e Trasporti;Paypal
10/09/2025;Settembre;trasferimento;;89,31 €;Trasferimenti;Paypal
10/09/2025;Settembre;trasferimento;€ 89,31;;Trasferimenti;ING - CC
10/09/2025;Settembre;prime;;4,99 €;Viaggi e Trasporti;ING - CC
10/09/2025;Settembre;directa rubricazione;;50,00 €;Trasferimenti;ING - CD
10/09/2025;Settembre;directa rubricazione;€ 50,00;;Trasferimenti;ING - CC
10/09/2025;Settembre;directa rubricazione;;50,00 €;Trasferimenti;ING - CC
10/09/2025;Settembre;directa rubricazione;€ 50,00;;Trasferimenti;Investimenti
10/09/2025;Settembre;addebito carta di credito;;103,45 €;Shopping;ING - CC
12/09/2025;Settembre;bar;;6,10 €;Bar e Ristoranti;Satispay
12/09/2025;Settembre;iliad;;9,99 €;Casa e Utenze;ING - CC
12/09/2025;Settembre;github copilot;;12,61 €;Casa e Utenze;Allianz
12/09/2025;Settembre;cena boutique della birra;;43,00 €;Bar e Ristoranti;ING - CC
13/09/2025;Settembre;backblaze;;1,81 €;Casa e Utenze;ING - CC
13/09/2025;Settembre;rotondo;;13,50 €;Bar e Ristoranti;ING - CC
13/09/2025;Settembre;mc;;10,10 €;Bar e Ristoranti;ING - CC
13/09/2025;Settembre;regalo pa;;24,00 €;Altro;ING - CC
13/09/2025;Settembre;spesa;;8,00 €;Spesa;Buoni Pasto
14/09/2025;Settembre;birre;;10,00 €;Bar e Ristoranti;ING - CC
