Data;Mese;Descrizione;Importo Entrata;Importo Uscita;Categoria;Conto
04/04/2025;Aprile;spesa;;32,00 €;Spesa;Buoni Pasto
04/04/2025;Aprile;risparmi;;2.300,00 €;Trasferimenti;ING - CC
04/04/2025;Aprile;pac;;470,00 €;Trasferimenti;ING - CC
04/04/2025;Aprile;risparmi;2.300,00 €;;Trasferimenti;Investimenti
04/04/2025;Aprile;pac;470,00 €;;Trasferimenti;Investimenti
05/04/2025;Aprile;benza;;16,14 €;Viaggi e Trasporti;ING - CC
05/04/2025;Aprile;negroni;;7,00 €;Bar e Ristoranti;ING - CC
06/04/2025;Aprile;spesa;;40,00 €;Spesa;Buoni Pasto
06/04/2025;Aprile;colazione e pranzo baracchetta top;;42,50 €;Bar e Ristoranti;ING - CC
06/04/2025;Aprile;spesa psta fresca;;4,60 €;Spesa;Satispay
07/04/2025;Aprile;ricarica buoni pasto;160,00 €;;Altre Entrate;Buoni Pasto
07/04/2025;Aprile;ricarica satispay;;48,45 €;Trasferimenti;ING - CC
07/04/2025;Aprile;ricarica satispay;48,45 €;;Trasferimenti;Satispay
07/04/2025;Aprile;caffè;;2,40 €;Bar e Ristoranti;Satispay
09/04/2025;Aprile;mc;;10,70 €;Bar e Ristoranti;ING - CC
09/04/2025;Aprile;aws;;1,00 €;Casa e Utenze;ING - CC
09/04/2025;Aprile;bar;;2,40 €;Bar e Ristoranti;Satispay
10/04/2025;Aprile;pranzo;;16,00 €;Bar e Ristoranti;Buoni Pasto
10/04/2025;Aprile;bus;;2,20 €;Viaggi e Trasporti;ING - CC
10/04/2025;Aprile;magliette;;9,00 €;Shopping;ING - CC
10/04/2025;Aprile;ravio sarpi;;15,00 €;Bar e Ristoranti;ING - CC
10/04/2025;Aprile;prime;;4,99 €;Casa e Utenze;ING - CC
10/04/2025;Aprile;addebito carta di credito;;94,66 €;Shopping;ING - CC
11/04/2025;Aprile;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
11/04/2025;Aprile;backblaze;;1,88 €;Casa e Utenze;ING - CC
11/04/2025;Aprile;unipolmove;;76,00 €;Viaggi e Trasporti;ING - CC
11/04/2025;Aprile;pranzo;;5,90 €;Bar e Ristoranti;Satispay
12/04/2025;Aprile;birra;;7,74 €;Bar e Ristoranti;ING - CC
12/04/2025;Aprile;iliad;;9,99 €;Casa e Utenze;ING - CC
12/04/2025;Aprile;commissioni;;0,04 €;Altro;ING - CC
12/04/2025;Aprile;github copilot;;9,32 €;Casa e Utenze;Buddybank
13/04/2025;Aprile;benzina;;40,99 €;Viaggi e Trasporti;ING - CC
13/04/2025;Aprile;lavaggio;;7,00 €;Auto e Moto;ING - CC
14/04/2025;Aprile;bla bla car;€ 23,00;;Viaggi e Trasporti;Paypal
15/04/2025;Aprile;trasferimento;€ 1.090,00;;Trasferimenti;ING - CC
15/04/2025;Aprile;trasferimento;€ 300,00;;Trasferimenti;ING - CC
15/04/2025;Aprile;palestra personal trainer;;300,00 €;Salute;ING - CC
15/04/2025;Aprile;piselli;;4,69 €;Spesa;ING - CC
15/04/2025;Aprile;trasferimento;;1.090,00 €;Trasferimenti;Revolut
15/04/2025;Aprile;trasferimento;;300,00 €;Trasferimenti;Revolut
15/04/2025;Aprile;fornaio;;6,76 €;Spesa;Satispay
15/04/2025;Aprile;caffè;;1,20 €;Bar e Ristoranti;Satispay
16/04/2025;Aprile;xxx;;14,95 €;Shopping;ING - CC
17/04/2025;Aprile;versamento xeon;;1.090,00 €;Trasferimenti;ING - CC
17/04/2025;Aprile;xxx;;12,99 €;Shopping;ING - CC
17/04/2025;Aprile;spesa;;8,62 €;Spesa;ING - CC
17/04/2025;Aprile;bar;;2,40 €;Bar e Ristoranti;Satispay
17/04/2025;Aprile;pizze deliveroo;;32,09 €;Bar e Ristoranti;Paypal
17/04/2025;Aprile;birra;;5,00 €;Bar e Ristoranti;Paypal
17/04/2025;Aprile;feltrinelli;;6,20 €;Shopping;Paypal
18/04/2025;Aprile;tagliando moto;;130,00 €;Auto e Moto;ING - CC
18/04/2025;Aprile;carta igienica;;3,58 €;Spesa;ING - CC
18/04/2025;Aprile;parrucchiere;;25,00 €;Salute;Satispay
18/04/2025;Aprile;caffè;;3,40 €;Bar e Ristoranti;Satispay
18/04/2025;Aprile;icloud;;0,99 €;Casa e Utenze;Paypal
19/04/2025;Aprile;spesa;;16,00 €;Spesa;Buoni Pasto
19/04/2025;Aprile;caffè;;2,40 €;Bar e Ristoranti;ING - CC
19/04/2025;Aprile;boccola tappatrice;;14,90 €;Shopping;ING - CC
19/04/2025;Aprile;versamento xeon;€ 1.090,00;;Trasferimenti;Investimenti
19/04/2025;Aprile;spesa;€ 8,00;;Spesa;Paypal
20/04/2025;Aprile;spesa pasquetta;;23,47 €;Spesa;ING - CC
21/04/2025;Aprile;ricarica satispay;;49,46 €;Trasferimenti;ING - CC
21/04/2025;Aprile;ricarica satispay;€ 49,46;;Trasferimenti;Satispay
22/04/2025;Aprile;lavanderia;;18,00 €;Casa e Utenze;ING - CC
22/04/2025;Aprile;bar;;3,70 €;Bar e Ristoranti;Satispay
22/04/2025;Aprile;macellaio;;8,20 €;Spesa;Satispay
22/04/2025;Aprile;caffè;;1,30 €;Bar e Ristoranti;Satispay
23/04/2025;Aprile;spesa;;32,00 €;Spesa;Buoni Pasto
23/04/2025;Aprile;benzina;;42,82 €;Viaggi e Trasporti;ING - CC
23/04/2025;Aprile;parcheggio;;7,50 €;Viaggi e Trasporti;ING - CC
23/04/2025;Aprile;spesa;;4,62 €;Spesa;ING - CC
24/04/2025;Aprile;spazzolino e dentifricio;;7,40 €;Salute;ING - CC
24/04/2025;Aprile;bar;;2,60 €;Bar e Ristoranti;Satispay
25/04/2025;Aprile;spesa;;8,00 €;Spesa;Buoni Pasto
25/04/2025;Aprile;pranzo antibes;;37,00 €;Bar e Ristoranti;ING - CC
25/04/2025;Aprile;parcheggio mentone;;2,30 €;Viaggi e Trasporti;ING - CC
25/04/2025;Aprile;autogrill x bubi;;8,79 €;Spesa;ING - CC
25/04/2025;Aprile;spesa;;7,63 €;Spesa;ING - CC
25/04/2025;Aprile;parcheggio;;2,70 €;Viaggi e Trasporti;ING - CC
25/04/2025;Aprile;DA TROVARE;;1,00 €;Altro;Cash
26/04/2025;Aprile;mc;;1,40 €;Bar e Ristoranti;ING - CC
26/04/2025;Aprile;bar bianca;;4,30 €;Bar e Ristoranti;Satispay
26/04/2025;Aprile;gelato;;3,00 €;Bar e Ristoranti;Satispay
27/04/2025;Aprile;spesa coop;;24,00 €;Spesa;Buoni Pasto
27/04/2025;Aprile;spesa;;11,46 €;Spesa;ING - CC
27/04/2025;Aprile;gelato;;6,50 €;Bar e Ristoranti;Satispay
28/04/2025;Aprile;libro;;9,48 €;Shopping;ING - CC
28/04/2025;Aprile;regalo compleanno marti;;29,00 €;Shopping;ING - CC
28/04/2025;Aprile;focaccia;;6,60 €;Spesa;Satispay
28/04/2025;Aprile;prelievo;;40,00 €;Trasferimenti;Buddybank
28/04/2025;Aprile;prelievo;€ 40,00;;Trasferimenti;Cash
28/04/2025;Aprile;garage;;28,00 €;Auto e Moto;Cash
28/04/2025;Aprile;the;;0,99 €;Spesa;Cash
28/04/2025;Aprile;google one;;2,99 €;Casa e Utenze;Paypal
29/04/2025;Aprile;pranzo;;16,00 €;Bar e Ristoranti;Buoni Pasto
29/04/2025;Aprile;metro;;4,40 €;Viaggi e Trasporti;ING - CC
29/04/2025;Aprile;parcheggio;;2,00 €;Viaggi e Trasporti;ING - CC
29/04/2025;Aprile;xxx;;6,72 €;Shopping;ING - CC
29/04/2025;Aprile;mc;;13,78 €;Bar e Ristoranti;ING - CC
29/04/2025;Aprile;benzina;;40,79 €;Viaggi e Trasporti;ING - CC
29/04/2025;Aprile;pranzo;;3,00 €;Bar e Ristoranti;Cash
29/04/2025;Aprile;ricarica macchinette;;3,50 €;Altro;Cash
30/04/2025;Aprile;stipendio;€ 1.784,00;;Stipendio;ING - CC
30/04/2025;Aprile;bla bla car;;11,19 €;Viaggi e Trasporti;ING - CC
30/04/2025;Aprile;bla bla car;;14,89 €;Viaggi e Trasporti;ING - CC
30/04/2025;Aprile;spesa;;10,60 €;Spesa;ING - CC
30/04/2025;Aprile;macelleria;;9,95 €;Spesa;ING - CC
30/04/2025;Aprile;negroni;;7,00 €;Bar e Ristoranti;ING - CC
30/04/2025;Aprile;bar;;4,00 €;Bar e Ristoranti;Satispay
30/04/2025;Aprile;panettiere;;5,34 €;Spesa;Satispay
30/04/2025;Aprile;bla bla car;€ 12,00;;Viaggi e Trasporti;Paypal
01/05/2025;Maggio;benzina moto;;15,16 €;Viaggi e Trasporti;ING - CC
01/05/2025;Maggio;ape;;7,00 €;Bar e Ristoranti;ING - CC
01/05/2025;Maggio;gelato;;6,00 €;Bar e Ristoranti;Cash
02/05/2025;Maggio;focaccia formaggio;;13,30 €;Bar e Ristoranti;ING - CC
02/05/2025;Maggio;benzina;;7,23 €;Viaggi e Trasporti;ING - CC
02/05/2025;Maggio;pac;;170,00 €;Trasferimenti;ING - CC
02/05/2025;Maggio;fondo emergenza;;600,00 €;Trasferimenti;ING - CC
02/05/2025;Maggio;pac;€ 170,00;;Trasferimenti;Investimenti
02/05/2025;Maggio;fondo emergenza;€ 600,00;;Trasferimenti;Investimenti
02/05/2025;Maggio;birra;;6,00 €;Bar e Ristoranti;Paypal
03/05/2025;Maggio;pedaggio;;6,30 €;Viaggi e Trasporti;ING - CC
03/05/2025;Maggio;pranzo laigue;;20,70 €;Bar e Ristoranti;ING - CC
03/05/2025;Maggio;macellaio;;8,35 €;Spesa;ING - CC
03/05/2025;Maggio;verduriere;;3,30 €;Spesa;ING - CC
03/05/2025;Maggio;risparmi;;200,00 €;Trasferimenti;ING - CC
03/05/2025;Maggio;spesa;;5,99 €;Spesa;ING - CC
03/05/2025;Maggio;risparmi;€ 200,00;;Trasferimenti;ING - CD
05/05/2025;Maggio;ricarica buoni pasto;152,00 €;;Altre Entrate;Buoni Pasto
05/05/2025;Maggio;spesa;;64,00 €;Spesa;Buoni Pasto
05/05/2025;Maggio;ricarica satispay;;45,54 €;Trasferimenti;ING - CC
05/05/2025;Maggio;caffè;;2,40 €;Bar e Ristoranti;Satispay
05/05/2025;Maggio;ricarica satispay;45,54 €;;Trasferimenti;Satispay
06/05/2025;Maggio;bar;;14,00 €;Bar e Ristoranti;ING - CC
06/05/2025;Maggio;bar;7,00 €;;Bar e Ristoranti;Satispay
07/05/2025;Maggio;pranzo;;14,50 €;Bar e Ristoranti;ING - CC
07/05/2025;Maggio;metro;;2,20 €;Viaggi e Trasporti;ING - CC
07/05/2025;Maggio;bar;;2,70 €;Bar e Ristoranti;Satispay
08/05/2025;Maggio;bus e metro;;4,40 €;Viaggi e Trasporti;ING - CC
08/05/2025;Maggio;pranzo;;12,80 €;Bar e Ristoranti;ING - CC
08/05/2025;Maggio;ricarica macchinette;;5,00 €;Bar e Ristoranti;Buddybank
10/05/2025;Maggio;pastificio;;4,50 €;Spesa;Satispay
10/05/2025;Maggio;fornaio;;5,60 €;Spesa;Satispay
10/05/2025;Maggio;pastificio;5,00 €;;Spesa;Revolut
10/05/2025;Maggio;colletta alimentare;;3,53 €;Spesa;Satispay
10/05/2025;Maggio;prime;;4,99 €;Casa e Utenze;ING - CC
10/05/2025;Maggio;addebito carta di credito;;125,50 €;Shopping;ING - CC
10/05/2025;Maggio;ape;;12,00 €;Bar e Ristoranti;Satispay
10/05/2025;Maggio;pizza;;14,50 €;Bar e Ristoranti;Satispay
11/05/2025;Maggio;gelato;;3,00 €;Bar e Ristoranti;Satispay
11/05/2025;Maggio;spesa;;6,98 €;Spesa;ING - CC
11/05/2025;Maggio;spesa;;14,67 €;Spesa;ING - CC
11/05/2025;Maggio;commissioni cambi;;0,04 €;Altro;ING - CC
12/05/2025;Maggio;ricarica satispay;;41,23 €;Trasferimenti;ING - CC
12/05/2025;Maggio;ricarica satispay;41,23 €;;Trasferimenti;Satispay
12/05/2025;Maggio;bar;;4,00 €;Bar e Ristoranti;Satispay
12/05/2025;Maggio;github copilot;;9,30 €;Casa e Utenze;Buddybank
12/05/2025;Maggio;iliad;;9,99 €;Casa e Utenze;ING - CC
13/05/2025;Maggio;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
13/05/2025;Maggio;fornaio;;6,70 €;Spesa;Satispay
13/05/2025;Maggio;pranzo;;6,90 €;Bar e Ristoranti;ING - CC
13/05/2025;Maggio;metro;;4,40 €;Viaggi e Trasporti;ING - CC
13/05/2025;Maggio;cena pizza isola;;23,90 €;Bar e Ristoranti;ING - CC
13/05/2025;Maggio;metro;;2,20 €;Viaggi e Trasporti;ING - CC
14/05/2025;Maggio;unipolmove;;88,00 €;Viaggi e Trasporti;ING - CC
15/05/2025;Maggio;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
15/05/2025;Maggio;metro;;2,20 €;Viaggi e Trasporti;ING - CC
15/05/2025;Maggio;pranzo;;2,50 €;Bar e Ristoranti;ING - CC
15/05/2025;Maggio;metro;;2,20 €;Viaggi e Trasporti;ING - CC
16/05/2025;Maggio;colaz franco;;5,60 €;Bar e Ristoranti;Satispay
16/05/2025;Maggio;gelato;;6,00 €;Bar e Ristoranti;Satispay
16/05/2025;Maggio;siga;;6,70 €;Altro;ING - CC
16/05/2025;Maggio;treno;;4,00 €;Viaggi e Trasporti;Paypal
17/05/2025;Maggio;spesa;;24,00 €;Spesa;Buoni Pasto
17/05/2025;Maggio;pranzo costa azzurra;;28,00 €;Bar e Ristoranti;ING - CC
17/05/2025;Maggio;spesa;;18,95 €;Spesa;ING - CC
18/05/2025;Maggio;focaccia;;10,00 €;Spesa;Satispay
18/05/2025;Maggio;pizza;;9,00 €;Bar e Ristoranti;ING - CC
18/05/2025;Maggio;saldo tricount laigueglia;;58,25 €;Bar e Ristoranti;ING - CC
18/05/2025;Maggio;icloud;;0,99 €;Casa e Utenze;Paypal
19/05/2025;Maggio;ricarica macchinette;;16,00 €;Bar e Ristoranti;Buoni Pasto
19/05/2025;Maggio;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
19/05/2025;Maggio;metro;;4,40 €;Viaggi e Trasporti;ING - CC
19/05/2025;Maggio;pranzo;;3,90 €;Bar e Ristoranti;ING - CC
19/05/2025;Maggio;mc;;6,85 €;Bar e Ristoranti;ING - CC
19/05/2025;Maggio;acqua;;1,30 €;Bar e Ristoranti;ING - CC
19/05/2025;Maggio;nurofen;;6,20 €;Salute;ING - CC
21/05/2025;Maggio;bar;;4,00 €;Bar e Ristoranti;Satispay
21/05/2025;Maggio;spesa;;8,17 €;Spesa;ING - CC
23/05/2025;Maggio;bar;;2,40 €;Bar e Ristoranti;Satispay
23/05/2025;Maggio;frappè;;3,00 €;Bar e Ristoranti;Satispay
24/05/2025;Maggio;gelato;3,80 €;;Bar e Ristoranti;Revolut
24/05/2025;Maggio;gelato;;7,60 €;Bar e Ristoranti;ING - CC
24/05/2025;Maggio;pizza;;15,25 €;Bar e Ristoranti;ING - CC
24/05/2025;Maggio;caffè;;2,50 €;Bar e Ristoranti;Satispay
25/05/2025;Maggio;spesa;;32,00 €;Spesa;Buoni Pasto
25/05/2025;Maggio;lasagne;;6,00 €;Spesa;ING - CC
25/05/2025;Maggio;cochina;;2,07 €;Spesa;ING - CC
25/05/2025;Maggio;pantaloni trekking;;44,99 €;Shopping;Buddybank
25/05/2025;Maggio;caffè;;1,60 €;Bar e Ristoranti;Buddybank
25/05/2025;Maggio;benzina moto;;16,30 €;Viaggi e Trasporti;ING - CC
25/05/2025;Maggio;prelievo;;40,00 €;Trasferimenti;ING - CC
25/05/2025;Maggio;prelievo;40,00 €;;Trasferimenti;Cash
25/05/2025;Maggio;spesa;;1,18 €;Spesa;ING - CC
25/05/2025;Maggio;bar;;2,40 €;Bar e Ristoranti;Satispay
26/05/2025;Maggio;macelleria;;9,50 €;Spesa;Cash
26/05/2025;Maggio;garage;;28,00 €;Auto e Moto;Cash
26/05/2025;Maggio;burgerino;;1,50 €;Bar e Ristoranti;ING - CC
26/05/2025;Maggio;vino;;8,00 €;Bar e Ristoranti;Revolut
26/05/2025;Maggio;ricarica satispay;44,20 €;;Trasferimenti;Satispay
26/05/2025;Maggio;ricarica satispay;;44,20 €;Trasferimenti;ING - CC
27/05/2025;Maggio;bollo moto leoncino;;57,50 €;Auto e Moto;Revolut
27/05/2025;Maggio;macchinette;;4,00 €;Bar e Ristoranti;ING - CC
28/05/2025;Maggio;metro;;4,40 €;Viaggi e Trasporti;ING - CC
28/05/2025;Maggio;birre;;8,00 €;Bar e Ristoranti;ING - CC
28/05/2025;Maggio;mutande;;12,90 €;Shopping;ING - CC
29/05/2025;Maggio;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
29/05/2025;Maggio;google one;;2,99 €;Casa e Utenze;Allianz
29/05/2025;Maggio;metro;;4,40 €;Viaggi e Trasporti;ING - CC
29/05/2025;Maggio;pranzo;;5,00 €;Bar e Ristoranti;ING - CC
29/05/2025;Maggio;the;;0,59 €;Spesa;ING - CC
30/05/2025;Maggio;stipendio;1.792,00 €;;Stipendio;ING - CC
30/05/2025;Maggio;risparmi;;500,00 €;Trasferimenti;ING - CC
30/05/2025;Maggio;risparmi;€ 500,00;;Trasferimenti;ING - CD
30/05/2025;Maggio;birre;;10,00 €;Bar e Ristoranti;ING - CC
30/05/2025;Maggio;pizza;;14,00 €;Bar e Ristoranti;ING - CC
31/05/2025;Maggio;macellaio;;15,60 €;Spesa;Satispay
31/05/2025;Maggio;colaz bar;;6,10 €;Bar e Ristoranti;Satispay
01/06/2025;Giugno;bla bla car;;13,59 €;Bar e Ristoranti;ING - CC
01/06/2025;Giugno;sushi;;70,00 €;Bar e Ristoranti;ING - CC
01/06/2025;Giugno;spesa;;1,95 €;Spesa;ING - CC
02/06/2025;Giugno;caffè;;2,40 €;Bar e Ristoranti;Satispay
02/06/2025;Giugno;caffè;;2,40 €;Bar e Ristoranti;Satispay
02/06/2025;Giugno;cibo gatto;;6,24 €;Spesa;ING - CC
02/06/2025;Giugno;popcorn caramelle pepsi;;9,50 €;Bar e Ristoranti;ING - CC
03/06/2025;Giugno;cena oww;;64,00 €;Bar e Ristoranti;Buoni Pasto
03/06/2025;Giugno;pranzo;;24,10 €;Bar e Ristoranti;ING - CC
03/06/2025;Giugno;fondi monetari;;100,00 €;Trasferimenti;ING - CC
03/06/2025;Giugno;pac;;170,00 €;Trasferimenti;ING - CC
03/06/2025;Giugno;metro;;4,40 €;Viaggi e Trasporti;ING - CC
03/06/2025;Giugno;fondi monetari;100,00 €;;Trasferimenti;Investimenti
03/06/2025;Giugno;pac;170,00 €;;Trasferimenti;Investimenti
03/06/2025;Giugno;pranzo;€ 11,00;;Bar e Ristoranti;Paypal
04/06/2025;Giugno;regalo zio;;25,00 €;Altro;ING - CC
04/06/2025;Giugno;ape;;7,00 €;Bar e Ristoranti;ING - CC
04/06/2025;Giugno;bar;;2,40 €;Bar e Ristoranti;Satispay
05/06/2025;Giugno;bar;;3,70 €;Bar e Ristoranti;Satispay
06/06/2025;Giugno;ricarica buoni pasto;€ 128,00;;Altre Entrate;Buoni Pasto
06/06/2025;Giugno;parrucchiere;;25,00 €;Salute;ING - CC
06/06/2025;Giugno;bar;;2,40 €;Bar e Ristoranti;Satispay
06/06/2025;Giugno;cena ghironda;;21,50 €;Bar e Ristoranti;ING - CC
07/06/2025;Giugno;cena marmorassi;;20,50 €;Bar e Ristoranti;ING - CC
07/06/2025;Giugno;colaz baia del corvo;;6,00 €;Bar e Ristoranti;ING - CC
07/06/2025;Giugno;pranzo scaletto;;17,00 €;Bar e Ristoranti;ING - CC
07/06/2025;Giugno;DA TROVARE;;17,15 €;Altro;Revolut
08/06/2025;Giugno;birra;;4,00 €;Bar e Ristoranti;ING - CC
08/06/2025;Giugno;bar;;4,10 €;Bar e Ristoranti;Satispay
08/06/2025;Giugno;mc;;5,20 €;Bar e Ristoranti;Satispay
08/06/2025;Giugno;blabla car;;12,39 €;Viaggi e Trasporti;ING - CC
09/06/2025;Giugno;bar;;2,40 €;Bar e Ristoranti;Satispay
09/06/2025;Giugno;ricarica satispay;;46,70 €;Trasferimenti;ING - CC
09/06/2025;Giugno;ricarica satispay;46,70 €;;Trasferimenti;Satispay
09/06/2025;Giugno;pollo;;15,84 €;Spesa;ING - CC
10/06/2025;Giugno;frappé;;3,00 €;Bar e Ristoranti;Satispay
10/06/2025;Giugno;prime;;4,99 €;Casa e Utenze;ING - CC
10/06/2025;Giugno;birra;;6,00 €;Bar e Ristoranti;ING - CC
10/06/2025;Giugno;addebito carta di credito;;167,78 €;Shopping;ING - CC
10/06/2025;Giugno;bar;;2,40 €;Bar e Ristoranti;Satispay
11/06/2025;Giugno;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
11/06/2025;Giugno;backblaze;;1,86 €;Casa e Utenze;ING - CC
11/06/2025;Giugno;unipolmove;;42,20 €;Viaggi e Trasporti;ING - CC
11/06/2025;Giugno;metro;;2,20 €;Viaggi e Trasporti;ING - CC
11/06/2025;Giugno;pranzo;;2,50 €;Bar e Ristoranti;ING - CC
11/06/2025;Giugno;moes;;10,00 €;Bar e Ristoranti;ING - CC
11/06/2025;Giugno;bici lime;;3,99 €;Viaggi e Trasporti;Paypal
11/06/2025;Giugno;bar;;2,40 €;Bar e Ristoranti;Satispay
12/06/2025;Giugno;iliad;;9,99 €;Casa e Utenze;ING - CC
12/06/2025;Giugno;metro;;4,40 €;Viaggi e Trasporti;ING - CC
12/06/2025;Giugno;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
12/06/2025;Giugno;pranzo;;2,00 €;Bar e Ristoranti;ING - CC
13/06/2025;Giugno;spesa;;32,00 €;Spesa;Buoni Pasto
13/06/2025;Giugno;github copilot;;9,13 €;Casa e Utenze;Buddybank
13/06/2025;Giugno;spesa;;4,80 €;Spesa;ING - CC
13/06/2025;Giugno;caffè;;2,40 €;Bar e Ristoranti;Satispay
14/06/2025;Giugno;spesa;;16,00 €;Spesa;Buoni Pasto
14/06/2025;Giugno;piadine;;19,80 €;Bar e Ristoranti;ING - CC
14/06/2025;Giugno;macedonia caffè;;7,60 €;Bar e Ristoranti;ING - CC
14/06/2025;Giugno;bar;;6,00 €;Bar e Ristoranti;ING - CC
14/06/2025;Giugno;spesa;;3,90 €;Spesa;Revolut
14/06/2025;Giugno;gelato;;3,00 €;Bar e Ristoranti;Satispay
14/06/2025;Giugno;birre;;10,00 €;Bar e Ristoranti;Satispay
15/06/2025;Giugno;birra turco;;5,00 €;Bar e Ristoranti;ING - CC
15/06/2025;Giugno;birra e panissa turco;;9,00 €;Bar e Ristoranti;ING - CC
15/06/2025;Giugno;acquisto non identificato;;9,50 €;Altro;ING - CC
15/06/2025;Giugno;caffè e focaz;;1,80 €;Bar e Ristoranti;ING - CC
15/06/2025;Giugno;birra;;5,00 €;Bar e Ristoranti;ING - CC
16/06/2025;Giugno;benzina;;15,64 €;Viaggi e Trasporti;ING - CC
16/06/2025;Giugno;spiaggia varigotti;;57,00 €;Svago e Intrattenimento;ING - CC
16/06/2025;Giugno;cena molo;;110,00 €;Bar e Ristoranti;ING - CC
16/06/2025;Giugno;caffè bar;;4,80 €;Bar e Ristoranti;Satispay
17/06/2025;Giugno;bar;;2,40 €;Bar e Ristoranti;Satispay
17/06/2025;Giugno;frappe;;3,00 €;Bar e Ristoranti;Satispay
18/06/2025;Giugno;icloud;;0,99 €;Casa e Utenze;Paypal
18/06/2025;Giugno;birra;;4,00 €;Bar e Ristoranti;ING - CC
18/06/2025;Giugno;ricarica;€ 3,00;;Altre Entrate;Allianz
18/06/2025;Giugno;bar;;4,00 €;Bar e Ristoranti;Satispay
18/06/2025;Giugno;giroconto;€ 3,00;;Altre Entrate;Allianz
19/06/2025;Giugno;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
19/06/2025;Giugno;fornaio;;6,17 €;Spesa;ING - CC
19/06/2025;Giugno;metro;;4,40 €;Viaggi e Trasporti;ING - CC
19/06/2025;Giugno;pranzo;;5,00 €;Bar e Ristoranti;ING - CC
19/06/2025;Giugno;caffè;;1,20 €;Bar e Ristoranti;Satispay
20/06/2025;Giugno;gelato;;2,40 €;Bar e Ristoranti;ING - CC
22/06/2025;Giugno;pesce;;8,50 €;Bar e Ristoranti;ING - CC
23/06/2025;Giugno;restituzione caparra;€ 600,00;;Altre Entrate;ING - CC
23/06/2025;Giugno;restituzione caparra;;600,00 €;Trasferimenti;ING - CC
23/06/2025;Giugno;restituzione caparra;€ 600,00;;Trasferimenti;Allianz
23/06/2025;Giugno;treno;;15,60 €;Viaggi e Trasporti;ING - CC
23/06/2025;Giugno;ricarica satispay;;41,00 €;Trasferimenti;ING - CC
23/06/2025;Giugno;ricarica satispay;€ 41,00;;Trasferimenti;Satispay
24/06/2025;Giugno;ricarica lime;;3,99 €;Viaggi e Trasporti;Paypal
24/06/2025;Giugno;coca;;3,00 €;Bar e Ristoranti;ING - CC
24/06/2025;Giugno;siga;;5,50 €;Altro;ING - CC
24/06/2025;Giugno;pranzo;;2,00 €;Bar e Ristoranti;ING - CC
24/06/2025;Giugno;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
24/06/2025;Giugno;pranzo;;2,00 €;Bar e Ristoranti;ING - CC
25/06/2025;Giugno;ricarica macchinette;;8,00 €;Bar e Ristoranti;Buoni Pasto
25/06/2025;Giugno;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
25/06/2025;Giugno;pranzo;;4,96 €;Bar e Ristoranti;ING - CC
25/06/2025;Giugno;mc;;11,25 €;Bar e Ristoranti;ING - CC
25/06/2025;Giugno;of;;3,79 €;Altro;ING - CC
25/06/2025;Giugno;metro;;2,20 €;Viaggi e Trasporti;ING - CC
26/06/2025;Giugno;bar;;3,70 €;Bar e Ristoranti;Satispay
26/06/2025;Giugno;spesa;;19,42 €;Spesa;ING - CC
26/06/2025;Giugno;focaccia;;5,40 €;Spesa;Satispay
27/06/2025;Giugno;spostamento;;50,00 €;Trasferimenti;ING - CD
27/06/2025;Giugno;prelievo;€ 40,00;;Trasferimenti;Cash
27/06/2025;Giugno;garage;;28,00 €;Auto e Moto;Cash
27/06/2025;Giugno;frappè;;3,00 €;Bar e Ristoranti;Satispay
27/06/2025;Giugno;gelato;;1,50 €;Bar e Ristoranti;Satispay
27/06/2025;Giugno;spostamento;€ 50,00;;Trasferimenti;ING - CC
27/06/2025;Giugno;prelievo;;40,00 €;Trasferimenti;ING - CC
27/06/2025;Giugno;cena fuoritutti;;23,00 €;Bar e Ristoranti;ING - CC
28/06/2025;Giugno;caffè;;2,00 €;Bar e Ristoranti;Cash
28/06/2025;Giugno;google one;;2,99 €;Casa e Utenze;Allianz
28/06/2025;Giugno;pizza focaz concerto;;14,75 €;Bar e Ristoranti;Satispay
28/06/2025;Giugno;gelato;;1,80 €;Bar e Ristoranti;Satispay
29/06/2025;Giugno;spesa;;4,20 €;Spesa;Satispay
29/06/2025;Giugno;bar bianca;;4,00 €;Bar e Ristoranti;Satispay
30/06/2025;Giugno;stipendio;€ 1.801,00;;Stipendio;ING - CC
30/06/2025;Giugno;risparmi;;500,00 €;Trasferimenti;ING - CC
30/06/2025;Giugno;risparmi;€ 500,00;;Trasferimenti;ING - CD
30/06/2025;Giugno;risparmi;;100,00 €;Trasferimenti;ING - CD
30/06/2025;Giugno;risparmi;€ 100,00;;Trasferimenti;ING - CC
30/06/2025;Giugno;fondo vacanze;;100,00 €;Trasferimenti;ING - CC
30/06/2025;Giugno;fondo vacanze;€ 100,00;;Trasferimenti;Revolut
